Symbol,Base_CumRet,Enh_CumRet,Base_AnnRet,Enh_AnnRet,Base_Sharpe,Enh_Sharpe,Base_MaxDD,Enh_MaxDD,Base_WinRate,Enh_WinRate,Base_ProfitFactor,Enh_ProfitFactor
SPY,29.866050187160003,-32.0135883354128,5.234033246953862,-7.255953816339056,0.3576463348410936,-1.0559409555102515,15.865241153390466,34.74142792822189,45.0,39.04761904761905,2.634351379889209,0.8156556230985361
AAPL,2566.9159848711915,-22.02767966659345,11.580404485793316,-0.8268970964147027,0.5396718394195313,-0.26882814946847516,44.111608238486035,41.785453659488184,50.20080321285141,43.0327868852459,1.6356621058611343,1.1239777573668381
MSFT,147.65209105188052,-43.64414819093063,4.500633881892391,-2.7455639041025104,0.23654097623883338,-0.4726821033100301,41.38223946137254,53.06813442303383,45.66929133858268,39.30348258706468,1.531930046834829,1.0143097214089414
GOOGL,854.5175352618098,9.518472820556816,11.580569479161152,0.44259417705205806,0.6272163741792905,-0.11130888551693287,38.35084976621386,34.19492731184377,60.16260162601627,44.527363184079604,2.3213042870319187,1.2503146273365726
AMZN,571.2841039753046,-25.837312790042827,9.689040599096032,-1.4413274447569124,0.4445646879014242,-0.2930029201355795,51.055008337855966,45.83818600910968,49.31506849315068,42.256637168141594,1.580133516055688,1.0948457798172937
005930.KS,57.44489606310744,18.13581133401687,9.520647949118333,3.3956152201582324,0.44226494506058006,0.17351816996164854,51.991186637431476,38.25124413518986,25.0,41.75824175824176,2.082267231497375,1.4895543143131822
000660.KS,151.0896055324492,-6.373005240873667,20.25643024259418,-1.3107111153212392,0.7400890393312289,-0.17436169553276934,48.01953709780772,29.283959113995156,34.090909090909086,35.1063829787234,2.930575256357925,1.0731848887294304
035420.KS,-37.237275937865135,-74.09411327677049,-8.91051923261058,-23.709486750476227,-0.5295434577023458,-1.8647993776421485,44.097936145460835,75.39052779000501,36.0,23.170731707317074,0.6406590849593158,0.21667906564642095
